bhsa_node	g_cons	macula_nodes	mt_cons_1	mt_cons_2	mt_cons_3	mt_cons_4
141022	CM	156748	CM			
141023	<D	156749	<D			
141024	H	156750	H			
141025	<RB	156751	<RB			
141026	L	156752	L			
141027	PNJ	156753	PNJ			
141028	H	156754	H			
141029	>LHJM	156755	>LHJM			
141030	W	156756	W			
141031	JF>W	156757	JF>W			
141032	QWLM	156758|156759	QWL	M		
141033	W	156760	W			
141034	JBKW	156761	JBKW			
141035	BKJ	156762	BKJ			
141036	GDWL	156763	GDWL			
141037	W	156764	W			
141038	J>MRW	156765	J>MRW			
141039	LMH	156766|156767	L	MH		
141040	JHWH	156768	JHWH			
141041	>LHJ	156769	>LHJ			
141042	JFR>L	156770	JFR>L			
141043	HJTH	156771	HJTH			
141044	Z>T	156772	Z>T			
141045	B	156773	B			
141046	JFR>L	156774	JFR>L			
141047	L	156775	L			
141048	HPQD	156776	HPQD			
141049	H	156777	H			
141050	JWM	156778	JWM			
141051	M	156779	M			
141052	JFR>L	156780	JFR>L			
141053	CBV	156781	CBV			
141054	>XD	156782	>XD			
141055	W	156783	W			
141056	JHJ	156784	JHJ			
141057	M	156785	M			
141058	MXRT	156786	MXRT			
141059	W	156787	W			
141060	JCKJMW	156788	JCKJMW			
141061	H	156789	H			
141062	<M	156790	<M			
141063	W	156791	W			
141064	JBNW	156792	JBNW			
141065	CM	156793	CM			
141066	MZBX	156794	MZBX			
141067	W	156795	W			
141068	J<LW	156796	J<LW			
141069	<LWT	156797	<LWT			
141070	W	156798	W			
141071	CLMJM	156799	CLMJM			
141072	W	156800	W			
141073	J>MRW	156801	J>MRW			
141074	BNJ	156802	BNJ			
141075	JFR>L	156803	JFR>L			
141076	MJ	156804	MJ			
141077	>CR	156805	>CR			
141078	L>	156806	L>			
141079	<LH	156807	<LH			
141080	B	156808	B			
141082	QHL	156810	QHL			
141083	M	156811	M			
141084	KL	156812	KL			
141085	CBVJ	156813	CBVJ			
141086	JFR>L	156814	JFR>L			
141087	>L	156815	>L			
141088	JHWH	156816	JHWH			
141089	KJ	156817	KJ			
141090	H	156818	H			
141091	CBW<H	156819	CBW<H			
141092	H	156820	H			
141093	GDWLH	156821	GDWLH			
141094	HJTH	156822	HJTH			
141095	L	156823	L			
141096	>CR	156824	>CR			
141097	L>	156825	L>			
141098	<LH	156826	<LH			
141099	>L	156827	>L			
141100	JHWH	156828	JHWH			
141101	H	156829	H			
141102	MYPH	156830	MYPH			
141103	L	156831	L			
141104	>MR	156832	>MR			
141105	MWT	156833	MWT			
141106	JWMT	156834	JWMT			
141107	W	156835	W			
141108	JNXMW	156836	JNXMW			
141109	BNJ	156837	BNJ			
141110	JFR>L	156838	JFR>L			
141111	>L	156839	>L			
141112	BNJMN	156840	BNJMN			
141113	>XJW	156841|156842	>XJ	W		
141114	W	156843	W			
141115	J>MRW	156844	J>MRW			
141116	NGD<	156845	NGD<			
141117	H	156846	H			
141118	JWM	156847	JWM			
141119	CBV	156848	CBV			
141120	>XD	156849	>XD			
141121	M	156850	M			
141122	JFR>L	156851	JFR>L			
141123	MH	156852	MH			
141124	N<FH	156853	N<FH			
141125	LHM	156854|156855	L	HM		
141126	L	156856	L			
141128	NWTRJM	156858	NWTRJM			
141129	L	156859	L			
141130	NCJM	156860	NCJM			
141131	W	156861	W			
141132	>NXNW	156862	>NXNW			
141133	NCB<NW	156863	NCB<NW			
141134	B	156864	B			
141135	JHWH	156865	JHWH			
141136	L	156866	L			
141137	BLTJ	156867	BLTJ			
141138	TT	156868	TT			
141139	LHM	156869|156870	L	HM		
141140	M	156871	M			
141141	BNWTJNW	156872|156873	BNWTJ	NW		
141142	L	156874	L			
141143	NCJM	156875	NCJM			
141144	W	156876	W			
141145	J>MRW	156877	J>MRW			
141146	MJ	156878	MJ			
141147	>XD	156879	>XD			
141148	M	156880	M			
141149	CBVJ	156881	CBVJ			
141150	JFR>L	156882	JFR>L			
141151	>CR	156883	>CR			
141152	L>	156884	L>			
141153	<LH	156885	<LH			
141154	>L	156886	>L			
141155	JHWH	156887	JHWH			
141156	H	156888	H			
141157	MYPH	156889	MYPH			
141158	W	156890	W			
141159	HNH	156891	HNH			
141160	L>	156892	L>			
141161	B>	156893	B>			
141162	>JC	156894	>JC			
141163	>L	156895	>L			
141164	H	156896	H			
141165	MXNH	156897	MXNH			
141166	M	156898	M			
141167	JBJC	156899	JBJC			
141168	GL<D	156900	GL<D			
141169	>L	156901	>L			
141170	H	156902	H			
141171	QHL	156903	QHL			
141172	W	156904	W			
141173	JTPQD	156905	JTPQD			
141174	H	156906	H			
141175	<M	156907	<M			
141176	W	156908	W			
141177	HNH	156909	HNH			
141178	>JN	156910	>JN			
141179	CM	156911	CM			
141180	>JC	156912	>JC			
141181	M	156913	M			
141182	JWCBJ	156914	JWCBJ			
141183	JBC	156915	JBC			
141184	GL<D	156916	GL<D			
141185	W	156917	W			
141186	JCLXW	156918	JCLXW			
141187	CM	156919	CM			
141188	H	156920	H			
141189	<DH	156921	<DH			
141190	CNJM	156922	CNJM			
141191	<FR	156923	<FR			
141192	>LP	156924	>LP			
141193	>JC	156925	>JC			
141194	M	156926	M			
141195	BNJ	156927	BNJ			
141196	H	156928	H			
141197	XJL	156929	XJL			
141198	W	156930	W			
141199	JYWW	156931	JYWW			
141200	>WTM	156932|156933	>WT	M		
141201	L	156934	L			
141202	>MR	156935	>MR			
141203	LKW	156936	LKW			
141204	W	156937	W			
141205	HKJTM	156938	HKJTM			
141206	>T	156939	>T			
141207	JWCBJ	156940	JWCBJ			
141208	JBC	156941	JBC			
141209	GL<D	156942	GL<D			
141210	L	156943	L			
141211	PJ	156944	PJ			
141212	XRB	156945	XRB			
141213	W	156946	W			
141214	H	156947	H			
141215	NCJM	156948	NCJM			
141216	W	156949	W			
141217	H	156950	H			
141218	VP	156951	VP			
141219	W	156952	W			
141220	ZH	156953	ZH			
141221	H	156954	H			
141222	DBR	156955	DBR			
141223	>CR	156956	>CR			
141224	T<FW	156957	T<FW			
141225	KL	156958	KL			
141226	ZKR	156959	ZKR			
141227	W	156960	W			
141228	KL	156961	KL			
141229	>CH	156962	>CH			
141230	JD<T	156963	JD<T			
141231	MCKB	156964	MCKB			
141232	ZKR	156965	ZKR			
141233	TXRJMW	156966	TXRJMW			
141234	W	156967	W			
141235	JMY>W	156968	JMY>W			
141236	M	156969	M			
141237	JWCBJ	156970	JWCBJ			
141238	JBJC	156971	JBJC			
141239	GL<D	156972	GL<D			
141240	>RB<	156973	>RB<			
141241	M>WT	156974	M>WT			
141242	N<RH	156975	N<RH			
141243	BTWLH	156976	BTWLH			
141244	>CR	156977	>CR			
141245	L>	156978	L>			
141246	JD<H	156979	JD<H			
141247	>JC	156980	>JC			
141248	L	156981	L			
141249	MCKB	156982	MCKB			
141250	ZKR	156983	ZKR			
141251	W	156984	W			
141252	JBJ>W	156985	JBJ>W			
141253	>WTM	156986|156987	>WT	M		
141254	>L	156988	>L			
141255	H	156989	H			
141256	MXNH	156990	MXNH			
141257	CLH	156991	CLH			
141258	>CR	156992	>CR			
141259	B	156993	B			
141260	>RY	156994	>RY			
141261	KN<N	156995	KN<N			
141262	W	156996	W			
141263	JCLXW	156997	JCLXW			
141264	KL	156998	KL			
141265	H	156999	H			
141266	<DH	157000	<DH			
141267	W	157001	W			
141268	JDBRW	157002	JDBRW			
141269	>L	157003	>L			
141270	BNJ	157004	BNJ			
141271	BNJMN	157005	BNJMN			
141272	>CR	157006	>CR			
141273	B	157007	B			
141274	SL<	157008	SL<			
141275	RMWN	157009	RMWN			
141276	W	157010	W			
141277	JQR>W	157011	JQR>W			
141278	LHM	157012|157013	L	HM		
141279	CLWM	157014	CLWM			
141280	W	157015	W			
141281	JCB	157016	JCB			
141282	BNJMN	157017	BNJMN			
141283	B	157018	B			
141285	<T	157020	<T			
141286	H	157021	H			
141287	HJ>	157022	HJ>			
141288	W	157023	W			
141289	JTNW	157024	JTNW			
141290	LHM	157025|157026	L	HM		
141291	H	157027	H			
141292	NCJM	157028	NCJM			
141293	>CR	157029	>CR			
141294	XJW	157030	XJW			
141295	M	157031	M			
141296	NCJ	157032	NCJ			
141297	JBC	157033	JBC			
141298	GL<D	157034	GL<D			
141299	W	157035	W			
141300	L>	157036	L>			
141301	MY>W	157037	MY>W			
141302	LHM	157038|157039	L	HM		
141303	KN	157040	KN			
141304	W	157041	W			
141305	H	157042	H			
141306	<M	157043	<M			
141307	NXM	157044	NXM			
141308	L	157045	L			
141309	BNJMN	157046	BNJMN			
141310	KJ	157047	KJ			
141311	<FH	157048	<FH			
141312	JHWH	157049	JHWH			
141313	PRY	157050	PRY			
141314	B	157051	B			
141315	CBVJ	157052	CBVJ			
141316	JFR>L	157053	JFR>L			
141317	W	157054	W			
141318	J>MRW	157055	J>MRW			
141319	ZQNJ	157056	ZQNJ			
141320	H	157057	H			
141321	<DH	157058	<DH			
141322	MH	157059	MH			
141323	N<FH	157060	N<FH			
141324	L	157061	L			
141326	NWTRJM	157063	NWTRJM			
141327	L	157064	L			
141328	NCJM	157065	NCJM			
141329	KJ	157066	KJ			
141330	NCMDH	157067	NCMDH			
141331	M	157068	M			
141332	BNJMN	157069	BNJMN			
141333	>CH	157070	>CH			
141334	W	157071	W			
141335	J>MRW	157072	J>MRW			
141336	JRCT	157073	JRCT			
141337	PLJVH	157074	PLJVH			
141338	L	157075	L			
141339	BNJMN	157076	BNJMN			
141340	W	157077	W			
141341	L>	157078	L>			
141342	JMXH	157079	JMXH			
141343	CBV	157080	CBV			
141344	M	157081	M			
141345	JFR>L	157082	JFR>L			
141346	W	157083	W			
141347	>NXNW	157084	>NXNW			
141348	L>	157085	L>			
141349	NWKL	157086	NWKL			
141350	L	157087	L			
141351	TT	157088	TT			
141352	LHM	157089|157090	L	HM		
141353	NCJM	157091	NCJM			
141354	M	157092	M			
141355	BNWTJNW	157093|157094	BNWTJ	NW		
141356	KJ	157095	KJ			
141357	NCB<W	157096	NCB<W			
141358	BNJ	157097	BNJ			
141359	JFR>L	157098	JFR>L			
141360	L	157099	L			
141361	>MR	157100	>MR			
141362	>RWR	157101	>RWR			
141363	NTN	157102	NTN			
141364	>CH	157103	>CH			
141365	L	157104	L			
141366	BNJMN	157105	BNJMN			
141367	W	157106	W			
141368	J>MRW	157107	J>MRW			
141369	HNH	157108	HNH			
141370	XG	157109	XG			
141371	JHWH	157110	JHWH			
141372	B	157111	B			
141373	CLW	157112	CLW			
141374	M	157113	M			
141375	JMJM	157114	JMJM			
141376	JMJMH	157115|157116	JMJM	H		
141377	>CR	157117	>CR			
141378	M	157118	M			
141379	YPWNH	157119|157120	YPWN	H		
141380	L	157121	L			
141381	BJT_>L	157122|157123	BJT	>L		
141382	MZRXH	157124|157125	MZRX	H		
141383	H	157126	H			
141384	CMC	157127	CMC			
141385	L	157128	L			
141386	MSLH	157129	MSLH			
141387	H	157130	H			
141388	<LH	157131	<LH			
141389	M	157132	M			
141390	BJT_>L	157133|157134	BJT	>L		
141391	CKMH	157135|157136	CKM	H		
141392	W	157137	W			
141393	M	157138	M			
141394	NGB	157139	NGB			
141395	L	157140	L			
141396	LBWNH	157141	LBWNH			
141397	W	157142	W			
141398	JYW	157143	JYWW			
141399	>T	157144	>T			
141400	BNJ	157145	BNJ			
141401	BNJMN	157146	BNJMN			
141402	L	157147	L			
141403	>MR	157148	>MR			
141404	LKW	157149	LKW			
141405	W	157150	W			
141406	>RBTM	157151	>RBTM			
141407	B	157152	B			
141409	KRMJM	157154	KRMJM			
141410	W	157155	W			
141411	R>JTM	157156	R>JTM			
141412	W	157157	W			
141413	HNH	157158	HNH			
141414	>M	157159	>M			
141415	JY>W	157160	JY>W			
141416	BNWT	157161	BNWT			
141417	CJLW	157162	CJLW			
141418	L	157163	L			
141419	XWL	157164	XWL			
141420	B	157165	B			
141422	MXLWT	157167	MXLWT			
141423	W	157168	W			
141424	JY>TM	157169	JY>TM			
141425	MN	157170	MN			
141426	H	157171	H			
141427	KRMJM	157172	KRMJM			
141428	W	157173	W			
141429	XVPTM	157174	XVPTM			
141430	LKM	157175|157176	L	KM		
141431	>JC	157177	>JC			
141432	>CTW	157178|157179	>CT	W		
141433	M	157180	M			
141434	BNWT	157181	BNWT			
141435	CJLW	157182	CJLW			
141436	W	157183	W			
141437	HLKTM	157184	HLKTM			
141438	>RY	157185	>RY			
141439	BNJMN	157186	BNJMN			
141440	W	157187	W			
141441	HJH	157188	HJH			
141442	KJ	157189	KJ			
141443	JB>W	157190	JB>W			
141444	>BWTM	157191|157192	>BWT	M		
141445	>W	157193	>W			
141446	>XJHM	157194|157195	>XJ	HM		
141447	L	157196	L			
141448	RWB	157197	RJB			
141449	>LJNW	157198|157199	>LJ	NW		
141450	W	157200	W			
141451	>MRNW	157201	>MRNW			
141452	>LJHM	157202|157203	>LJ	HM		
141453	XNWNW	157204|157205	XNW	NW		
141454	>WTM	157206|157207	>WT	M		
141455	KJ	157208	KJ			
141456	L>	157209	L>			
141457	LQXNW	157210	LQXNW			
141458	>JC	157211	>JC			
141459	>CTW	157212|157213	>CT	W		
141460	B	157214	B			
141462	MLXMH	157216	MLXMH			
141463	KJ	157217	KJ			
141464	L>	157218	L>			
141465	>TM	157219	>TM			
141466	NTTM	157220	NTTM			
141467	LHM	157221|157222	L	HM		
141468	K	157223	K			
141470	<T	157225	<T			
141471	T>CMW	157226	T>CMW			
141472	W	157227	W			
141473	J<FW	157228	J<FW			
141474	KN	157229	KN			
141475	BNJ	157230	BNJ			
141476	BNJMN	157231	BNJMN			
141477	W	157232	W			
141478	JF>W	157233	JF>W			
141479	NCJM	157234	NCJM			
141480	L	157235	L			
141481	MSPRM	157236|157237	MSPR	M		
141482	MN	157238	MN			
141483	H	157239	H			
141484	MXLLWT	157240	MXLLWT			
141485	>CR	157241	>CR			
141486	GZLW	157242	GZLW			
141487	W	157243	W			
141488	JLKW	157244	JLKW			
141489	W	157245	W			
141490	JCWBW	157246	JCWBW			
141491	>L	157247	>L			
141492	NXLTM	157248|157249	NXLT	M		
141493	W	157250	W			
141494	JBNW	157251	JBNW			
141495	>T	157252	>T			
141496	H	157253	H			
141497	<RJM	157254	<RJM			
141498	W	157255	W			
141499	JCBW	157256	JCBW			
141500	BHM	157257|157258	B	HM		
141501	W	157259	W			
141502	JTHLKW	157260	JTHLKW			
141503	M	157261	M			
141504	CM	157262	CM			
141505	BNJ	157263	BNJ			
141506	JFR>L	157264	JFR>L			
141507	B	157265	B			
141509	<T	157267	<T			
141510	H	157268	H			
141511	HJ>	157269	HJ>			
141512	>JC	157270	>JC			
141513	L	157271	L			
141514	CBVW	157272|157273	CBV	W		
141515	W	157274	W			
141516	L	157275	L			
141517	MCPXTW	157276|157277	MCPXT	W		
141518	W	157278	W			
141519	JY>W	157279	JY>W			
141520	M	157280	M			
141521	CM	157281	CM			
141522	>JC	157282	>JC			
141523	L	157283	L			
141524	NXLTW	157284|157285	NXLT	W		
141525	B	157286	B			
141527	JMJM	157288	JMJM			
141528	H	157289	H			
141529	HM	157290	HM			
141530	>JN	157291	>JN			
141531	MLK	157292	MLK			
141532	B	157293	B			
141533	JFR>L	157294	JFR>L			
141534	>JC	157295	>JC			
141535	H	157296	H			
141536	JCR	157297	JCR			
141537	B	157298	B			
141538	<JNJW	157299|157300	<JNJ	W		
141539	J<FH	157301	J<FH			
141540	W	159343	W			
141541	JHJ	159344	JHJ			
141542	>JC	159345	>JC			
141543	>XD	159346	>XD			
141544	MN	159347	MN			
141545	H	159348	H			
141546	RMTJM	159349	RMTJM			
141547	YWPJM	159350	YWPJM			
141548	M	159351	M			
141549	HR	159352	HR			
141550	>PRJM	159353	>PRJM			
141551	W	159354	W			
141552	CMW	159355|159356	CM	W		
141553	>LQNH	159357	>LQNH			
141554	BN	159358	BN			
141555	JRXM	159359	JRXM			
141556	BN	159360	BN			
141557	>LJHW>	159361	>LJHW>			
141558	BN	159362	BN			
141559	TXW	159363	TXW			
141560	BN	159364	BN			
141561	YWP	159365	YWP			
141562	>PRTJ	159366	>PRTJ			
141563	W	159367	W			
141564	LW	159368|159369	L	W		
141565	CTJ	159370	CTJ			
141566	NCJM	159371	NCJM			
141567	CM	159372	CM			
141568	>XT	159373	>XT			
141569	XNH	159374	XNH			
141570	W	159375	W			
141571	CM	159376	CM			
141572	H	159377	H			
141573	CNJT	159378	CNJT			
141574	PNNH	159379	PNNH			
141575	W	159380	W			
141576	JHJ	159381	JHJ			
141577	L	159382	L			
141578	PNNH	159383	PNNH			
141579	JLDJM	159384	JLDJM			
141580	W	159385	W			
141581	L	159386	L			
141582	XNH	159387	XNH			
141583	>JN	159388	>JN			
141584	JLDJM	159389	JLDJM			
141585	W	159390	W			
141586	<LH	159391	<LH			
141587	H	159392	H			
141588	>JC	159393	>JC			
141589	H	159394	H			
141590	HW>	159395	HW>			
141591	M	159396	M			
141592	<JRW	159397|159398	<JR	W		
141593	M	159399	M			
141594	JMJM	159400	JMJM			
141595	JMJMH	159401|159402	JMJM	H		
141596	L	159403	L			
141597	HCTXWT	159404	HCTXWT			
141598	W	159405	W			
141599	L	159406	L			
141600	ZBX	159407	ZBX			
141601	L	159408	L			
141602	JHWH	159409	JHWH			
141603	YB>WT	159410	YB>WT			
141604	B	159411	B			
141605	CLH	159412	CLH			
141606	W	159413	W			
141607	CM	159414	CM			
141608	CNJ	159415	CNJ			
141609	BNJ	159416	BNJ			
141610	<LJ	159417	<LJ			
141611	XPNJ	159418	XPNJ			
141612	W	159419	W			
141613	PNXS	159420	PNXS			
141614	KHNJM	159421	KHNJM			
141615	L	159422	L			
141616	JHWH	159423	JHWH			
141617	W	159424	W			
141618	JHJ	159425	JHJ			
141619	H	159426	H			
141620	JWM	159427	JWM			
141621	W	159428	W			
141622	JZBX	159429	JZBX			
141623	>LQNH	159430	>LQNH			
141624	W	159431	W			
141625	NTN	159432	NTN			
141626	L	159433	L			
141627	PNNH	159434	PNNH			
141628	>CTW	159435|159436	>CT	W		
141629	W	159437	W			
141630	L	159438	L			
141631	KL	159439	KL			
141632	BNJH	159440|159441	BNJ	H		
141633	W	159442	W			
141634	BNWTJH	159443|159444	BNWTJ	H		
141635	MNWT	159445	MNWT			
141636	W	159446	W			
141637	L	159447	L			
141638	XNH	159448	XNH			
141639	JTN	159449	JTN			
141640	MNH	159450	MNH			
141641	>XT	159451	>XT			
141642	>PJM	159452	>PJM			
141643	KJ	159453	KJ			
141644	>T	159454	>T			
141645	XNH	159455	XNH			
141646	>HB	159456	>HB			
141647	W	159457	W			
141648	JHWH	159458	JHWH			
141649	SGR	159459	SGR			
141650	RXMH	159460|159461	RXM	H		
141651	W	159462	W			
141652	K<STH	159463|159464	K<ST	H		
141653	YRTH	159465|159466	YRT	H		
141654	GM	159467	GM			
141655	K<S	159468	K<S			
141656	B	159469	B			
141657	<BWR	159470	<BWR			
141658	HR<MH	159471|159472	HR<M	H		
141659	KJ	159473	KJ			
141660	SGR	159474	SGR			
141661	JHWH	159475	JHWH			
141662	B<D	159476	B<D			
141663	RXMH	159477|159478	RXM	H		
141664	W	159479	W			
141665	KN	159480	KN			
141666	J<FH	159481	J<FH			
141667	CNH	159482	CNH			
141668	B	159483	B			
141669	CNH	159484	CNH			
141670	M	159485	M			
141671	DJ	159486	DJ			
141672	<LTH	159487|159488	<LT	H		
141673	B	159489	B			
141674	BJT	159490	BJT			
141675	JHWH	159491	JHWH			
141676	KN	159492	KN			
141677	TK<SNH	159493|159494	TK<S	NH		
141678	W	159495	W			
141679	TBKH	159496	TBKH			
141680	W	159497	W			
141681	L>	159498	L>			
141682	T>KL	159499	T>KL			
141683	W	159500	W			
141684	J>MR	159501	J>MR			
141685	LH	159502|159503	L	H		
141686	>LQNH	159504	>LQNH			
141687	>JCH	159505|159506	>JC	H		
141688	XNH	159507	XNH			
141689	LMH	159508|159509	L	MH		
141690	TBKJ	159510	TBKJ			
141691	W	159511	W			
141692	LMH	159512|159513	L	MH		
141693	L>	159514	L>			
141694	T>KLJ	159515	T>KLJ			
141695	W	159516	W			
141696	LMH	159517|159518	L	MH		
141697	JR<	159519	JR<			
141698	LBBK	159520|159521	LBB	K		
141699	H	159522	H			
141700	LW>	159523	LW>			
141701	>NKJ	159524	>NKJ			
141702	VWB	159525	VWB			
141703	LK	159526|159527	L	K		
141704	M	159528	M			
141705	<FRH	159529	<FRH			
141706	BNJM	159530	BNJM			
141707	W	159531	W			
141708	TQM	159532	TQM			
141709	XNH	159533	XNH			
141710	>XRJ	159534	>XRJ			
141711	>KLH	159535	>KLH			
141712	B	159536	B			
141713	CLH	159537	CLH			
141714	W	159538	W			
141715	>XRJ	159539	>XRJ			
141716	CTH	159540	CTH			
141717	W	159541	W			
141718	<LJ	159542	<LJ			
141719	H	159543	H			
141720	KHN	159544	KHN			
141721	JCB	159545	JCB			
141722	<L	159546	<L			
141723	H	159547	H			
141724	KS>	159548	KS>			
141725	<L	159549	<L			
141726	MZWZT	159550	MZWZT			
141727	HJKL	159551	HJKL			
141728	JHWH	159552	JHWH			
141729	W	159553	W			
141730	HJ>	159554	HJ>			
141731	MRT	159555	MRT			
141732	NPC	159556	NPC			
141733	W	159557	W			
141734	TTPLL	159558	TTPLL			
141735	<L	159559	<L			
141736	JHWH	159560	JHWH			
141737	W	159561	W			
141738	BKH	159562	BKH			
141739	TBKH	159563	TBKH			
141740	W	159564	W			
141741	TDR	159565	TDR			
141742	NDR	159566	NDR			
141743	W	159567	W			
141744	T>MR	159568	T>MR			
141745	JHWH	159569	JHWH			
141746	YB>WT	159570	YB>WT			
141747	>M	159571	>M			
141748	R>H	159572	R>H			
141749	TR>H	159573	TR>H			
141750	B	159574	B			
141751	<NJ	159575	<NJ			
141752	>MTK	159576|159577	>MT	K		
141753	W	159578	W			
141754	ZKRTNJ	159579|159580	ZKRT	NJ		
141755	W	159581	W			
141756	L>	159582	L>			
141757	TCKX	159583	TCKX			
141758	>T	159584	>T			
141759	>MTK	159585|159586	>MT	K		
141760	W	159587	W			
141761	NTTH	159588	NTTH			
141762	L	159589	L			
141763	>MTK	159590|159591	>MT	K		
141764	ZR<	159592	ZR<			
141765	>NCJM	159593	>NCJM			
141766	W	159594	W			
141767	NTTJW	159595|159596	NTTJ	W		
141768	L	159597	L			
141769	JHWH	159598	JHWH			
141770	KL	159599	KL			
141771	JMJ	159600	JMJ			
141772	XJJW	159601|159602	XJJ	W		
141773	W	159603	W			
141774	MWRH	159604	MWRH			
141775	L>	159605	L>			
141776	J<LH	159606	J<LH			
141777	<L	159607	<L			
141778	R>CW	159608|159609	R>C	W		
141779	W	159610	W			
141780	HJH	159611	HJH			
141781	KJ	159612	KJ			
141782	HRBTH	159613	HRBTH			
141783	L	159614	L			
141784	HTPLL	159615	HTPLL			
141785	L	159616	L			
141786	PNJ	159617	PNJ			
141787	JHWH	159618	JHWH			
141788	W	159619	W			
141789	<LJ	159620	<LJ			
141790	CMR	159621	CMR			
141791	>T	159622	>T			
141792	PJH	159623|159624	PJ	H		
141793	W	159625	W			
141794	XNH	159626	XNH			
141795	HJ>	159627	HJ>			
141796	MDBRT	159628	MDBRT			
141797	<L	159629	<L			
141798	LBH	159630|159631	LB	H		
141799	RQ	159632	RQ			
141800	FPTJH	159633|159634	FPTJ	H		
141801	N<WT	159635	N<WT			
141802	W	159636	W			
141803	QWLH	159637|159638	QWL	H		
141804	L>	159639	L>			
141805	JCM<	159640	JCM<			
141806	W	159641	W			
141807	JXCBH	159642|159643	JXCB	H		
141808	<LJ	159644	<LJ			
141809	L	159645	L			
141810	CKRH	159646	CKRH			
141811	W	159647	W			
141812	J>MR	159648	J>MR			
141813	>LJH	159649|159650	>LJ	H		
141814	<LJ	159651	<LJ			
141815	<D	159652	<D			
141816	MTJ	159653	MTJ			
141817	TCTKRJN	159654|159655	TCTKRJ	N		
141818	HSJRJ	159656	HSJRJ			
141819	>T	159657	>T			
141820	JJNK	159658|159659	JJN	K		
141821	M	159660	M			
141822	<LJK	159661|159662	<LJ	K		
141823	W	159663	W			
141824	T<N	159664	T<N			
141825	XNH	159665	XNH			
141826	W	159666	W			
141827	T>MR	159667	T>MR			
141828	L>	159668	L>			
141829	>DNJ	159669|159670	>DN	J		
141830	>CH	159671	>CH			
141831	QCT	159672	QCT			
141832	RWX	159673	RWX			
141833	>NKJ	159674	>NKJ			
141834	W	159675	W			
141835	JJN	159676	JJN			
141836	W	159677	W			
141837	CKR	159678	CKR			
141838	L>	159679	L>			
141839	CTJTJ	159680	CTJTJ			
141840	W	159681	W			
141841	>CPK	159682	>CPK			
141842	>T	159683	>T			
141843	NPCJ	159684|159685	NPC	J		
141844	L	159686	L			
141845	PNJ	159687	PNJ			
141846	JHWH	159688	JHWH			
141847	>L	159689	>L			
141848	TTN	159690	TTN			
141849	>T	159691	>T			
141850	>MTK	159692|159693	>MT	K		
141851	L	159694	L			
141852	PNJ	159695	PNJ			
141853	BT	159696	BT			
141854	BLJ<L	159697	BLJ<L			
141855	KJ	159698	KJ			
141856	M	159699	M			
141857	RB	159700	RB			
141858	FJXJ	159701|159702	FJX	J		
141859	W	159703	W			
141860	K<SJ	159704|159705	K<S	J		
141861	DBRTJ	159706	DBRTJ			
141862	<D	159707	<D			
141863	HNH	159708	HNH			
141864	W	159709	W			
141865	J<N	159710	J<N			
141866	<LJ	159711	<LJ			
141867	W	159712	W			
141868	J>MR	159713	J>MR			
141869	LKJ	159714	LKJ			
141870	L	159715	L			
141871	CLWM	159716	CLWM			
141872	W	159717	W			
141873	>LHJ	159718	>LHJ			
141874	JFR>L	159719	JFR>L			
141875	JTN	159720	JTN			
141876	>T	159721	>T			
141877	CLTK	159722|159723	CLT	K		
141878	>CR	159724	>CR			
141879	C>LT	159725	C>LT			
141880	M	159726	M			
141881	<MW	159727|159728	<M	W		
141882	W	159729	W			
141883	T>MR	159730	T>MR			
141884	TMY>	159731	TMY>			
141885	CPXTK	159732|159733	CPXT	K		
141886	XN	159734	XN			
141887	B	159735	B			
141888	<JNJK	159736|159737	<JNJ	K		
141889	W	159738	W			
141890	TLK	159739	TLK			
141891	H	159740	H			
141892	>CH	159741	>CH			
141893	L	159742	L			
141894	DRKH	159743|159744	DRK	H		
141895	W	159745	W			
141896	T>KL	159746	T>KL			
141897	W	159747	W			
141898	PNJH	159748|159749	PNJ	H		
141899	L>	159750	L>			
141900	HJW	159751	HJW			
141901	LH	159752|159753	L	H		
141902	<WD	159754	<WD			
141903	W	159755	W			
141904	JCKMW	159756	JCKMW			
141905	B	159757	B			
141907	BQR	159759	BQR			
141908	W	159760	W			
141909	JCTXWW	159761	JCTXWW			
141910	L	159762	L			
141911	PNJ	159763	PNJ			
141912	JHWH	159764	JHWH			
141913	W	159765	W			
141914	JCBW	159766	JCBW			
141915	W	159767	W			
141916	JB>W	159768	JB>W			
141917	>L	159769	>L			
141918	BJTM	159770|159771	BJT	M		
141919	H	159772	H			
141920	RMTH	159773|159774	RMT	H		
141921	W	159775	W			
141922	JD<	159776	JD<			
141923	>LQNH	159777	>LQNH			
141924	>T	159778	>T			
141925	XNH	159779	XNH			
141926	>CTW	159780|159781	>CT	W		
141927	W	159782	W			
141928	JZKRH	159783|159784	JZKR	H		
141929	JHWH	159785	JHWH			
141930	W	159786	W			
141931	JHJ	159787	JHJ			
141932	L	159788	L			
141933	TQPWT	159789	TQPWT			
141934	H	159790	H			
141935	JMJM	159791	JMJM			
141936	W	159792	W			
141937	THR	159793	THR			
141938	XNH	159794	XNH			
141939	W	159795	W			
141940	TLD	159796	TLD			
141941	BN	159797	BN			
141942	W	159798	W			
141943	TQR>	159799	TQR>			
141944	>T	159800	>T			
141945	CMW	159801|159802	CM	W		
141946	CMW>L	159803	CMW>L			
141947	KJ	159804	KJ			
141948	M	159805	M			
